area_type,availability,location,size,society,total_sqft,bath,balcony,price,zone_name,bhk,price_per_sqft
Super built-up  Area,Ready To Move,arehalli,3 BHK,Unknown,1400.0,2.0,2.0,55.0,Rajarajeshwari Nagar Zone,3,3928.5714285714284
Super built-up  Area,Ready To Move,thanisandra,3 BHK,MenueNo,1430.0,2.0,2.0,56.0,Yelahanka Zone,3,3916.083916083916
Built-up  Area,Ready To Move,vidyaranyapura,2 BHK,Unknown,1060.0,2.0,2.0,55.0,Yelahanka Zone,2,5188.679245283019
Built-up  Area,Ready To Move,cambridge road,3 BHK,Unknown,1000.0,2.0,0.0,110.0,Unknown,3,11000.0
Super built-up  Area,Ready To Move,sector 7 hsr layout,3 BHK,Saitya,1760.0,3.0,2.0,145.0,Unknown,3,8238.636363636364
Super built-up  Area,Ready To Move,whitefield,3 BHK,Suent V,2010.0,3.0,3.0,92.0,Mahadevapura Zone,3,4577.114427860696
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,Wiowsri,1480.0,2.0,2.0,64.23,South Zone,3,4339.864864864865
Super built-up  Area,Ready To Move,gottigere,3 BHK,Unknown,1300.0,3.0,3.0,65.0,South Zone,3,5000.0
Super built-up  Area,Ready To Move,frazer town,4 BHK,Meentan,4850.0,6.0,2.0,385.0,East Zone,4,7938.144329896907
Super built-up  Area,Ready To Move,singasandra,2 BHK,GRe 2iv,1100.0,2.0,1.0,52.0,Bommanahalli Zone,2,4727.272727272727
Super built-up  Area,Ready To Move,harlur,3 BHK,SosicCl,1752.12,3.0,2.0,116.0,Bommanahalli Zone,3,6620.551103805676
Super built-up  Area,Ready To Move,marathahalli,2 BHK,Unknown,957.0,2.0,1.0,46.9,Mahadevapura Zone,2,4900.73145245559
Built-up  Area,Ready To Move,hennur gardens,3 BHK,PlhtsHe,1942.0,3.0,2.0,102.0,Yelahanka Zone,3,5252.317198764161
Built-up  Area,Ready To Move,ashirvad colony,2 BHK,Swhtsna,1000.0,2.0,2.0,53.0,Outside BBMP Zones,2,5300.0
Super built-up  Area,Ready To Move,yeshwanthpur,1 BHK,IBityin,668.0,1.0,1.0,36.85,Dasarahalli Zone,1,5516.4670658682635
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,Unknown,1089.0,2.0,1.0,43.55,South Zone,2,3999.0817263544536
Super built-up  Area,Ready To Move,thanisandra,3 BHK,R ra  R,1800.0,3.0,3.0,90.0,Yelahanka Zone,3,5000.0
Super built-up  Area,Ready To Move,yelahanka,2 BHK,Pyikad,1036.0,2.0,3.0,39.35,Yelahanka Zone,2,3798.262548262548
Super built-up  Area,Ready To Move,marathahalli,3 BHK,PueraRi,1583.0,3.0,3.0,105.0,Mahadevapura Zone,3,6632.975363234365
Built-up  Area,Ready To Move,7th phase jp nagar,4 Bedroom,Unknown,3300.0,4.0,0.0,150.0,Unknown,4,4545.454545454545
Super built-up  Area,Ready To Move,padmanabhanagar,2 BHK,Bhise P,1100.0,2.0,2.0,65.0,South Zone,2,5909.090909090909
Plot  Area,Ready To Move,thyagaraja nagar,1 Bedroom,Unknown,800.0,1.0,1.0,100.0,South Zone,1,12500.0
Super built-up  Area,Ready To Move,vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,65.0,Bommanahalli Zone,2,5216.69341894061
Super built-up  Area,Ready To Move,dodda nekkundi,2 BHK,SaisePa,850.0,2.0,3.0,28.0,Mahadevapura Zone,2,3294.1176470588234
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,GrrvaGr,1196.0,2.0,2.0,51.51,Rajarajeshwari Nagar Zone,2,4306.8561872909695
Super built-up  Area,Ready To Move,thanisandra,3 BHK,Soitya,1697.0,3.0,2.0,114.0,Yelahanka Zone,3,6717.737183264585
Built-up  Area,Ready To Move,tc palaya,2 Bedroom,Unknown,1000.0,2.0,0.0,64.0,Mahadevapura Zone,2,6400.0
Super built-up  Area,Ready To Move,hrbr layout,3 BHK,Unknown,1567.0,3.0,3.0,90.0,East Zone,3,5743.458838544991
Plot  Area,Ready To Move,sarjapur road,4 Bedroom,Co IIla,3750.0,6.0,3.0,290.0,Bommanahalli Zone,4,7733.333333333333
Super built-up  Area,Ready To Move,veerannapalya,2 BHK,Unknown,950.0,2.0,2.0,45.0,Yelahanka Zone,2,4736.8421052631575
Super built-up  Area,Ready To Move,howthinarayanappa garden,2 BHK,Vidil D,1022.0,2.0,2.0,52.0,Unknown,2,5088.062622309198
Super built-up  Area,Ready To Move,bharathi nagar,2 BHK,FoapeWa,1322.0,2.0,2.0,68.0,East Zone,2,5143.721633888048
Plot  Area,Ready To Move,marsur,4 Bedroom,AreraRe,1800.0,4.0,2.0,145.0,Outside BBMP Zones,4,8055.555555555556
Super built-up  Area,Ready To Move,doddakallasandra,3 BHK,Unknown,1460.0,2.0,2.0,58.39,South Zone,3,3999.3150684931506
Built-up  Area,Ready To Move,cambridge layout,3 BHK,Sancybr,2400.0,3.0,1.0,260.0,East Zone,3,10833.333333333334
Super built-up  Area,Ready To Move,whitefield,3 BHK,Lallere,1635.0,2.0,2.0,85.0,Mahadevapura Zone,3,5198.7767584097855
Super built-up  Area,Ready To Move,rajaji nagar,4 BHK,PhestOn,3526.0,4.0,1.0,558.0,West Zone,4,15825.2977878616
Built-up  Area,Ready To Move,padmanabhanagar,4 Bedroom,Unknown,3400.0,3.0,1.0,210.0,South Zone,4,6176.470588235294
Built-up  Area,Ready To Move,ramakrishnappa layout,3 BHK,PeBayle,2770.0,3.0,1.0,460.0,Outside BBMP Zones,3,16606.49819494585
Super built-up  Area,Ready To Move,epip zone,4 BHK,BrontLa,3035.0,5.0,0.0,200.0,Mahadevapura Zone,4,6589.785831960461
Super built-up  Area,Ready To Move,maragondanahalli,3 BHK,ArnzaFi,1533.0,3.0,2.0,85.0,Mahadevapura Zone,3,5544.683626875408
Super built-up  Area,Ready To Move,akshaya nagar,3 BHK,Hiows C,1720.0,3.0,1.0,134.0,Bommanahalli Zone,3,7790.697674418605
Super built-up  Area,Ready To Move,frazer town,3 BHK,Unknown,2000.0,3.0,1.0,200.0,East Zone,3,10000.0
Super built-up  Area,Ready To Move,electronic city phase ii,2 BHK,Brods W,1031.0,2.0,1.0,56.35,Bommanahalli Zone,2,5465.56741028128
Super built-up  Area,Ready To Move,thanisandra,4 BHK,G conTh,2650.0,4.0,2.0,240.0,Yelahanka Zone,4,9056.603773584906
Plot  Area,Ready To Move,basaveshwara nagar,5 Bedroom,Unknown,2400.0,5.0,1.0,415.0,West Zone,5,17291.666666666668
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,SLnssPr,1330.0,2.0,2.0,46.55,South Zone,3,3500.0
Super built-up  Area,Ready To Move,hennur,2 BHK,Exitym,1259.0,2.0,2.0,57.0,Yelahanka Zone,2,4527.4027005559965
Built-up  Area,Ready To Move,raja rajeshwari nagar,3 BHK,GRvanun,1570.0,3.0,2.0,88.0,Rajarajeshwari Nagar Zone,3,5605.095541401274
Built-up  Area,Ready To Move,bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,36.0,Outside BBMP Zones,3,3348.8372093023254
Super built-up  Area,Ready To Move,sarjapur road,3 BHK,Srisei,1428.0,2.0,2.0,66.0,Bommanahalli Zone,3,4621.848739495798
Super built-up  Area,Ready To Move,begur road,2 BHK,Unknown,1160.0,2.0,2.0,40.59,Bommanahalli Zone,2,3499.1379310344832
Super built-up  Area,Ready To Move,doddakannelli,3 BHK,SastyDy,1475.0,3.0,2.0,70.0,Bommanahalli Zone,3,4745.762711864407
Super built-up  Area,Ready To Move,harlur,3 BHK,Unknown,1754.0,3.0,2.0,135.0,Bommanahalli Zone,3,7696.693272519954
Built-up  Area,Ready To Move,anand nagar,2 BHK,Unknown,1135.0,2.0,3.0,55.0,West Zone,2,4845.814977973569
Super built-up  Area,Ready To Move,begur road,2 BHK,Dhalsh,1260.0,2.0,2.0,46.62,Bommanahalli Zone,2,3700.0
Built-up  Area,Ready To Move,hennur road,3 BHK,Asadacy,2160.0,3.0,2.0,160.0,Yelahanka Zone,3,7407.407407407408
Super built-up  Area,Ready To Move,rachenahalli,2 BHK,Unknown,1220.0,2.0,2.0,59.5,Yelahanka Zone,2,4877.049180327869
Plot  Area,Ready To Move,margondanahalli,2 Bedroom,Unknown,1200.0,2.0,0.0,67.0,Mahadevapura Zone,2,5583.333333333333
Super built-up  Area,Ready To Move,yelahanka,2 BHK,Chara N,1300.0,2.0,3.0,65.0,Yelahanka Zone,2,5000.0
Super built-up  Area,Ready To Move,cox town,1 BHK,EGdiaAr,605.0,1.0,1.0,29.0,East Zone,1,4793.388429752066
Built-up  Area,Ready To Move,amruthahalli,2 BHK,Unknown,924.0,2.0,1.0,45.0,Yelahanka Zone,2,4870.12987012987
Plot  Area,Ready To Move,patelappa layout,3 Bedroom,Unknown,1200.0,3.0,3.0,225.0,Unknown,3,18750.0
Super built-up  Area,Ready To Move,bisuvanahalli,2 BHK,Prityel,845.0,2.0,1.0,29.0,Outside BBMP Zones,2,3431.9526627218934
Super built-up  Area,Ready To Move,kothanur,2 BHK,Unknown,1187.0,2.0,2.0,58.0,Yelahanka Zone,2,4886.2679022746415
Super built-up  Area,Ready To Move,kaggadasapura,3 BHK,Saconp,1625.0,3.0,2.0,55.0,Mahadevapura Zone,3,3384.6153846153848
Plot  Area,Ready To Move,devarachikkanahalli,2 Bedroom,Unknown,1200.0,2.0,2.0,83.0,Bommanahalli Zone,2,6916.666666666667
Super built-up  Area,Ready To Move,pulkeshi nagar,2 BHK,ElaleSp,1452.55,2.0,3.0,110.0,East Zone,2,7572.889057175313
Built-up  Area,Ready To Move,thanisandra main road,3 BHK,Unknown,2357.0,3.0,2.0,151.0,Yelahanka Zone,3,6406.448875689436
Super built-up  Area,Ready To Move,kaval byrasandra,2 BHK,Unknown,1200.0,2.0,1.0,49.5,East Zone,2,4125.0
Super built-up  Area,Ready To Move,budigere,2 BHK,PrityTr,1139.0,2.0,2.0,56.85,Outside BBMP Zones,2,4991.220368744513
Built-up  Area,Ready To Move,basavangudi,1 Bedroom,Unknown,600.0,1.0,0.0,97.5,South Zone,1,16250.0
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,PuandHi,1660.0,3.0,3.0,75.0,South Zone,3,4518.0722891566265
Super built-up  Area,Ready To Move,jayanagar,2 BHK,Rakulai,1170.0,2.0,3.0,105.0,South Zone,2,8974.358974358975
Super built-up  Area,Ready To Move,somasundara palya,2 BHK,Srhts P,1448.0,2.0,2.0,68.0,Bommanahalli Zone,2,4696.132596685083
Super built-up  Area,Ready To Move,kaggadasapura,2 BHK,SLireap,1105.0,2.0,1.0,38.65,Mahadevapura Zone,2,3497.737556561086
Super built-up  Area,Ready To Move,thanisandra,2 BHK,MenueNo,1185.0,2.0,2.0,43.0,Yelahanka Zone,2,3628.6919831223627
Super built-up  Area,Ready To Move,hulimavu,2 BHK,Suelsa,1058.0,2.0,1.0,48.0,Bommanahalli Zone,2,4536.862003780719
Super built-up  Area,Ready To Move,bellandur,2 BHK,Unknown,1220.0,2.0,2.0,60.0,Mahadevapura Zone,2,4918.0327868852455
Super built-up  Area,Ready To Move,kengeri,3 BHK,Unknown,1160.0,2.0,2.0,40.6,Rajarajeshwari Nagar Zone,3,3500.0
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,SNity S,1550.0,3.0,2.0,78.0,South Zone,3,5032.258064516129
Super built-up  Area,Ready To Move,green glen layout,4 BHK,Unknown,3250.0,4.0,3.0,230.0,Mahadevapura Zone,4,7076.923076923077
Super built-up  Area,Ready To Move,haralur road,3 BHK,NDionas,2475.0,4.0,2.0,130.0,Bommanahalli Zone,3,5252.525252525253
Super built-up  Area,Ready To Move,marathahalli,4 BHK,Prionad,2524.0,5.0,2.0,190.0,Mahadevapura Zone,4,7527.733755942948
Super built-up  Area,Ready To Move,kaggadasapura,2 BHK,Unknown,1063.0,2.0,2.0,42.0,Mahadevapura Zone,2,3951.081843838194
Super built-up  Area,Ready To Move,kanakpura road,2 BHK,Unknown,1077.0,2.0,1.0,37.7,South Zone,2,3500.4642525533895
Super built-up  Area,Ready To Move,manayata tech park,2 BHK,Unknown,1200.0,3.0,2.0,44.0,Yelahanka Zone,2,3666.6666666666665
Built-up  Area,Ready To Move,hosakerehalli,4 BHK,Unknown,1500.0,3.0,2.0,70.0,Rajarajeshwari Nagar Zone,4,4666.666666666667
Super built-up  Area,Ready To Move,jalahalli,2 BHK,Vaniai,1045.0,2.0,2.0,76.77,Dasarahalli Zone,2,7346.411483253589
Super built-up  Area,Ready To Move,kanakapura,3 BHK,SPavenc,1290.0,2.0,3.0,45.15,South Zone,3,3500.0
Super built-up  Area,Ready To Move,hoodi,2 BHK,SMaxyay,1400.0,2.0,1.0,78.0,Mahadevapura Zone,2,5571.428571428572
Built-up  Area,Ready To Move,begur road,3 BHK,Unknown,1600.0,3.0,2.0,58.14,Bommanahalli Zone,3,3633.75
Super built-up  Area,Ready To Move,jayanagar,3 BHK,Unknown,3095.0,3.0,3.0,375.0,South Zone,3,12116.316639741519
Super built-up  Area,Ready To Move,nagavara,3 BHK,Unknown,1545.0,2.0,1.0,58.0,Yelahanka Zone,3,3754.045307443366
Super built-up  Area,Ready To Move,sarjapur road,3 BHK,Mades G,1680.0,3.0,1.0,112.0,Bommanahalli Zone,3,6666.666666666667
Built-up  Area,Ready To Move,amruthnagar,2 BHK,Unknown,1350.0,2.0,1.0,67.5,Yelahanka Zone,2,5000.0
Super built-up  Area,Ready To Move,gottigere,2 BHK,Unknown,950.0,2.0,1.0,38.0,South Zone,2,4000.0
Super built-up  Area,Ready To Move,thanisandra,2 BHK,Unknown,1050.0,2.0,2.0,45.0,Yelahanka Zone,2,4285.714285714285
Super built-up  Area,Ready To Move,banashankari stage v,3 BHK,Unknown,1305.0,2.0,2.0,49.0,South Zone,3,3754.7892720306513
Plot  Area,Ready To Move,ms pallya,3 Bedroom,Unknown,1100.0,3.0,1.0,78.0,Yelahanka Zone,3,7090.909090909091
Built-up  Area,Ready To Move,thanisandra,6 Bedroom,Unknown,3500.0,5.0,0.0,160.0,Yelahanka Zone,6,4571.428571428572
Super built-up  Area,Ready To Move,prithvi layout,2 BHK,Prlmsge,1352.0,2.0,2.0,85.0,East Zone,2,6286.98224852071
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,BriumMi,2200.0,3.0,2.0,190.0,Unknown,3,8636.363636363636
Super built-up  Area,Ready To Move,palace guttahalli,4 BHK,Unknown,3600.0,4.0,2.0,365.0,West Zone,4,10138.888888888889
Super built-up  Area,Ready To Move,yeshwanthpur,2 BHK,Vatra N,1195.0,2.0,2.0,100.0,Dasarahalli Zone,2,8368.200836820084
Built-up  Area,Ready To Move,cv raman nagar,2 BHK,Unknown,1028.0,2.0,1.0,49.0,East Zone,2,4766.536964980544
Super built-up  Area,Ready To Move,akshya nagar,2 BHK,Unknown,1175.0,2.0,2.0,48.27,South Zone,2,4108.085106382979
Super built-up  Area,Ready To Move,pai layout,3 BHK,Saent A,1550.0,2.0,2.0,90.0,Mahadevapura Zone,3,5806.451612903225
Super built-up  Area,Ready To Move,yeshwanthpur,3 BHK,Unknown,1826.0,3.0,2.0,165.0,Dasarahalli Zone,3,9036.144578313253
Plot  Area,Ready To Move,hoodi,5 Bedroom,Unknown,2400.0,5.0,2.0,160.0,Mahadevapura Zone,5,6666.666666666667
Super built-up  Area,Ready To Move,yelahanka,3 BHK,Niareum,1603.0,3.0,2.0,96.0,Yelahanka Zone,3,5988.7710542732375
Built-up  Area,Ready To Move,marathahalli,3 BHK,Unknown,1350.0,3.0,1.0,72.0,Mahadevapura Zone,3,5333.333333333333
Built-up  Area,Ready To Move,kr puram,1 BHK,Unknown,714.0,1.0,1.0,28.0,Mahadevapura Zone,1,3921.5686274509803
Built-up  Area,Ready To Move,malleshpalya,3 BHK,MancyRe,1405.0,2.0,2.0,77.0,Mahadevapura Zone,3,5480.427046263345
Super built-up  Area,Ready To Move,kr puram,2 BHK,MCvarar,1142.0,2.0,1.0,51.0,Mahadevapura Zone,2,4465.84938704028
Built-up  Area,Ready To Move,akshaya vana,4 Bedroom,Unknown,4000.0,4.0,3.0,170.0,Bommanahalli Zone,4,4250.0
Super built-up  Area,Ready To Move,whitefield,3 BHK,Brony H,1870.0,3.0,2.0,90.0,Mahadevapura Zone,3,4812.834224598931
Super built-up  Area,Ready To Move,subramanyapura,2 BHK,Chllsev,1313.0,2.0,2.0,73.0,South Zone,2,5559.786747905559
Built-up  Area,Ready To Move,hennur gardens,3 BHK,PlhtsHe,1945.0,3.0,3.0,120.0,Yelahanka Zone,3,6169.665809768638
Super built-up  Area,Ready To Move,sarjapur road,2 BHK,Mades G,1255.0,2.0,1.0,92.0,Bommanahalli Zone,2,7330.677290836654
Super built-up  Area,Ready To Move,benson town,4 BHK,Unknown,1400.0,3.0,2.0,91.15,East Zone,4,6510.714285714285
Super built-up  Area,Ready To Move,sarjapur road,3 BHK,Shthi S,1380.0,2.0,1.0,52.0,Bommanahalli Zone,3,3768.1159420289855
Super built-up  Area,Ready To Move,vittasandra,2 BHK,Unknown,1238.0,2.0,1.0,67.0,Bommanahalli Zone,2,5411.954765751211
Super built-up  Area,Ready To Move,thigalarapalya,2 BHK,Unknown,1418.0,2.0,2.0,103.0,Mahadevapura Zone,2,7263.7517630465445
Super built-up  Area,Ready To Move,victoria layout,3 BHK,Unknown,1650.0,3.0,1.0,165.0,Unknown,3,10000.0
Built-up  Area,Ready To Move,anekal,1 RK,Unknown,351.0,1.0,1.0,16.0,Outside BBMP Zones,1,4558.404558404558
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,Sagnage,1279.0,2.0,2.0,48.0,South Zone,2,3752.9319781078966
Built-up  Area,Ready To Move,kasavanhalli,3 Bedroom,Unknown,1870.0,3.0,1.0,200.0,Mahadevapura Zone,3,10695.187165775402
Plot  Area,Ready To Move,bcc layout,4 Bedroom,Unknown,1500.0,5.0,1.0,230.0,South Zone,4,15333.333333333334
Plot  Area,Ready To Move,mathikere,3 Bedroom,Unknown,1550.0,2.0,1.0,150.0,West Zone,3,9677.41935483871
Super built-up  Area,Ready To Move,rajaji nagar,4 BHK,PhestOn,3539.5,2.0,2.0,424.5,West Zone,4,11993.21938126854
Super built-up  Area,Ready To Move,motappa layout,3 BHK,Puodse,1360.0,2.0,1.0,59.27,Outside BBMP Zones,3,4358.088235294118
Built-up  Area,Ready To Move,friends colony,3 BHK,Unknown,1150.0,2.0,1.0,75.0,Outside BBMP Zones,3,6521.739130434783
Super built-up  Area,Ready To Move,whitefield,2 BHK,Sancya,1260.0,2.0,2.0,49.5,Mahadevapura Zone,2,3928.5714285714284
Plot  Area,Ready To Move,doddabidrakallu,3 Bedroom,Unknown,1200.0,3.0,1.0,74.0,Dasarahalli Zone,3,6166.666666666667
Built-up  Area,Ready To Move,dasanapura,2 BHK,Tavenew,965.0,2.0,1.0,42.5,Dasarahalli Zone,2,4404.145077720207
Built-up  Area,Ready To Move,hoodi,3 BHK,Adion M,1350.0,2.0,3.0,48.0,Mahadevapura Zone,3,3555.5555555555557
Super built-up  Area,Ready To Move,arehalli,3 BHK,Unknown,1229.0,3.0,1.0,86.03,Rajarajeshwari Nagar Zone,3,7000.0
Super built-up  Area,Ready To Move,kudlu,2 BHK,Unknown,1027.0,2.0,2.0,43.0,Bommanahalli Zone,2,4186.952288218111
Super built-up  Area,Ready To Move,gottigere,2 BHK,M denGa,1153.0,2.0,1.0,48.5,South Zone,2,4206.418039895923
Super built-up  Area,Ready To Move,malleshpalya,2 BHK,A idse,1065.0,2.0,2.0,50.0,Mahadevapura Zone,2,4694.835680751174
Built-up  Area,Ready To Move,tala cauvery layout,2 BHK,Skarkev,1030.0,2.0,3.0,61.0,South Zone,2,5922.330097087379
Super built-up  Area,Ready To Move,mallasandra,2 BHK,Unknown,1340.0,2.0,2.0,61.0,Dasarahalli Zone,2,4552.238805970149
Super built-up  Area,Ready To Move,marathahalli,4 BHK,PueraRi,4000.0,5.0,2.0,212.0,Mahadevapura Zone,4,5300.0
Built-up  Area,Ready To Move,sri balaji krupa layout,1 Bedroom,Unknown,600.0,1.0,0.0,32.0,South Zone,1,5333.333333333333
Super built-up  Area,Ready To Move,begur road,3 BHK,Dhalsh,1410.0,2.0,3.0,44.42,Bommanahalli Zone,3,3150.354609929078
Built-up  Area,Ready To Move,kammasandra,2 BHK,Puitea,990.0,2.0,1.0,31.5,Outside BBMP Zones,2,3181.818181818182
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,Unknown,1035.0,2.0,1.0,39.33,Unknown,2,3800.0
Super built-up  Area,Ready To Move,sonnenahalli,2 BHK,Unknown,1120.0,2.0,2.0,43.0,Outside BBMP Zones,2,3839.285714285714
Super built-up  Area,Ready To Move,haralur road,2 BHK,NDionas,1300.0,2.0,2.0,73.0,Bommanahalli Zone,2,5615.384615384615
Super built-up  Area,Ready To Move,hosa road,2 BHK,Sosisic,1365.0,2.0,1.0,92.0,Bommanahalli Zone,2,6739.92673992674
Super built-up  Area,Ready To Move,8th block koramangala,2 BHK,Sid 2ss,1165.0,2.0,1.0,135.0,Unknown,2,11587.982832618025
Super built-up  Area,Ready To Move,subramanyapura,3 BHK,Unknown,1130.0,2.0,3.0,45.19,South Zone,3,3999.1150442477874
Super built-up  Area,Ready To Move,green glen layout,3 BHK,Solia D,1776.42,3.0,2.0,105.0,Mahadevapura Zone,3,5910.764346269463
Super built-up  Area,Ready To Move,haralur road,2 BHK,Unknown,1194.0,2.0,2.0,47.0,Bommanahalli Zone,2,3936.348408710218
Super built-up  Area,Ready To Move,bidadi,2 BHK,Etuney,1107.0,2.0,2.0,33.0,Outside BBMP Zones,2,2981.029810298103
Super built-up  Area,Ready To Move,nagavara,3 BHK,Unknown,2319.0,3.0,2.0,180.0,Yelahanka Zone,3,7761.966364812419
Super built-up  Area,Ready To Move,nallurhalli,3 BHK,DNtonri,1520.0,3.0,3.0,80.0,Mahadevapura Zone,3,5263.1578947368425
Built-up  Area,Ready To Move,teachers colony,4 BHK,Unknown,3000.0,4.0,2.0,240.0,South Zone,4,8000.0
Super built-up  Area,Ready To Move,belathur,2 BHK,Viiniai,1050.0,2.0,1.0,38.0,Mahadevapura Zone,2,3619.0476190476193
Super built-up  Area,Ready To Move,billekahalli,2 BHK,Diisein,1112.0,2.0,2.0,62.0,Bommanahalli Zone,2,5575.5395683453235
Super built-up  Area,Ready To Move,marathahalli,3 BHK,Unknown,1535.0,3.0,2.0,72.5,Mahadevapura Zone,3,4723.127035830619
Built-up  Area,Ready To Move,kanakpura road,2 BHK,Unknown,1050.0,2.0,1.0,35.0,South Zone,2,3333.3333333333335
Plot  Area,Ready To Move,banashankari,4 Bedroom,Unknown,2400.0,3.0,2.0,370.0,South Zone,4,15416.666666666666
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,JDensar,1250.0,3.0,2.0,65.0,Unknown,3,5200.0
Super built-up  Area,Ready To Move,kalena agrahara,2 BHK,CSvelMa,1187.0,2.0,3.0,52.0,Bommanahalli Zone,2,4380.791912384162
Built-up  Area,Ready To Move,9th phase jp nagar,2 BHK,Unknown,1164.0,2.0,1.0,56.0,Unknown,2,4810.996563573884
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,JRrnauv,1450.0,3.0,3.0,60.91,South Zone,3,4200.689655172414
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,SNity S,1550.0,3.0,2.0,82.0,South Zone,3,5290.322580645161
Super built-up  Area,Ready To Move,sampige layout,2 BHK,Unknown,1315.0,2.0,2.0,90.0,West Zone,2,6844.106463878327
Super built-up  Area,Ready To Move,amruthnagar,2 BHK,Saeur G,1210.0,2.0,2.0,72.0,Yelahanka Zone,2,5950.413223140496
Super built-up  Area,Ready To Move,bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,47.0,Outside BBMP Zones,3,4372.093023255814
Super built-up  Area,Ready To Move,sathya sai layout,6 BHK,Prowshi,11338.0,9.0,1.0,1000.0,Outside BBMP Zones,6,8819.897689186806
Built-up  Area,Ready To Move,kaggadasapura,3 BHK,Prmesad,1470.0,2.0,2.0,75.0,Mahadevapura Zone,3,5102.040816326531
Built-up  Area,Ready To Move,hosur road,3 BHK,Saageat,1590.0,2.0,2.0,125.0,Bommanahalli Zone,3,7861.635220125786
Super built-up  Area,Ready To Move,kanakpura road,2 BHK,Shdhia,1050.0,2.0,1.0,36.75,South Zone,2,3500.0
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,GrrvaGr,1306.0,2.0,1.0,55.91,Rajarajeshwari Nagar Zone,2,4281.010719754977
Built-up  Area,Ready To Move,malleshwaram,3 BHK,Maens G,2000.0,3.0,2.0,250.0,West Zone,3,12500.0
Built-up  Area,Ready To Move,kudlu village,3 BHK,Unknown,1445.0,3.0,2.0,64.0,Bommanahalli Zone,3,4429.065743944637
Super built-up  Area,Ready To Move,sarjapur road,3 BHK,Unknown,1220.0,3.0,2.0,58.0,Bommanahalli Zone,3,4754.098360655737
Plot  Area,Ready To Move,sarjapur,4 Bedroom,Puodsm,3190.0,3.0,1.0,160.0,Outside BBMP Zones,4,5015.673981191223
Built-up  Area,Ready To Move,budigere,3 BHK,PrityTr,1920.0,2.0,1.0,88.0,Outside BBMP Zones,3,4583.333333333333
Super built-up  Area,Ready To Move,dodda nekkundi,2 BHK,Unknown,1390.0,2.0,2.0,60.0,Mahadevapura Zone,2,4316.546762589928
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,Siaraa,1550.0,2.0,2.0,75.0,South Zone,3,4838.709677419355
Super built-up  Area,Ready To Move,thigalarapalya,2 BHK,Prtanha,1418.0,2.0,2.0,101.0,Mahadevapura Zone,2,7122.708039492242
Built-up  Area,Ready To Move,kr puram,2 BHK,SancyRe,1115.0,2.0,2.0,33.45,Mahadevapura Zone,2,3000.0000000000005
Super built-up  Area,Ready To Move,rajiv gandhi nagar,2 BHK,NCiteEl,1170.0,2.0,2.0,68.0,Outside BBMP Zones,2,5811.965811965812
Super built-up  Area,Ready To Move,anekal,2 BHK,Sraveks,1035.0,2.0,2.0,38.3,Outside BBMP Zones,2,3700.483091787439
Super built-up  Area,Ready To Move,singasandra,3 BHK,Unknown,1306.0,2.0,2.0,58.0,Bommanahalli Zone,3,4441.04134762634
Super built-up  Area,Ready To Move,thanisandra,3 BHK,Bhmesy,1917.0,3.0,3.0,122.0,Yelahanka Zone,3,6364.110589462703
Super built-up  Area,Ready To Move,kaggadasapura,3 BHK,Frowsru,1615.0,3.0,3.0,58.0,Mahadevapura Zone,3,3591.331269349845
Super built-up  Area,Ready To Move,marathahalli,2 BHK,Unknown,1071.0,2.0,2.0,52.25,Mahadevapura Zone,2,4878.618113912232
